schno,school,span,group,domain,construct,favorability,count
634,Lick MS,Middle,African American,Culture/Climate,Safety,44,33
634,Lick MS,Middle,African American,Culture/Climate,Sense of Belonging (School Connectedness),48,33
634,Lick MS,Middle,African American,Social-Emotional Learning,Growth Mindset,62,33
634,Lick MS,Middle,African American,Social-Emotional Learning,Self-Efficacy,56,33
634,Lick MS,Middle,African American,Social-Emotional Learning,Self-Management,56,33
634,Lick MS,Middle,African American,Social-Emotional Learning,Social Awareness,49,33
634,Lick MS,Middle,ELL,Culture/Climate,Climate of Support for Academic Learning,62,128
634,Lick MS,Middle,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",54,128
634,Lick MS,Middle,ELL,Culture/Climate,Safety,54,128
634,Lick MS,Middle,ELL,Culture/Climate,Sense of Belonging (School Connectedness),57,128
634,Lick MS,Middle,ELL,Social-Emotional Learning,Growth Mindset,40,128
634,Lick MS,Middle,ELL,Social-Emotional Learning,Self-Efficacy,46,128
634,Lick MS,Middle,ELL,Social-Emotional Learning,Self-Management,56,128
634,Lick MS,Middle,ELL,Social-Emotional Learning,Social Awareness,55,128
634,Lick MS,Middle,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,62,366
634,Lick MS,Middle,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",50,366
634,Lick MS,Middle,Hispanic/Latino,Culture/Climate,Safety,55,366
634,Lick MS,Middle,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),50,366
634,Lick MS,Middle,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,46,366
634,Lick MS,Middle,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,48,366
634,Lick MS,Middle,Hispanic/Latino,Social-Emotional Learning,Self-Management,63,366
634,Lick MS,Middle,Hispanic/Latino,Social-Emotional Learning,Social Awareness,59,366
634,Lick MS,Middle,Low SES,Culture/Climate,Climate of Support for Academic Learning,64,297
634,Lick MS,Middle,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",52,297
634,Lick MS,Middle,Low SES,Culture/Climate,Safety,56,297
634,Lick MS,Middle,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),51,297
634,Lick MS,Middle,Low SES,Social-Emotional Learning,Growth Mindset,48,297
634,Lick MS,Middle,Low SES,Social-Emotional Learning,Self-Efficacy,50,297
634,Lick MS,Middle,Low SES,Social-Emotional Learning,Self-Management,62,297
634,Lick MS,Middle,Low SES,Social-Emotional Learning,Social Awareness,59,297
634,Lick MS,Middle,School,Culture/Climate,Climate of Support for Academic Learning,61,
634,Lick MS,Middle,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",49,
634,Lick MS,Middle,School,Culture/Climate,Safety,52,
634,Lick MS,Middle,School,Culture/Climate,Sense of Belonging (School Connectedness),49,
634,Lick MS,Middle,School,Social-Emotional Learning,Growth Mindset,53,
634,Lick MS,Middle,School,Social-Emotional Learning,Self-Efficacy,55,
634,Lick MS,Middle,School,Social-Emotional Learning,Self-Management,67,
634,Lick MS,Middle,School,Social-Emotional Learning,Social Awareness,60,
634,Lick MS,Middle,SPED,Culture/Climate,Climate of Support for Academic Learning,65,94
634,Lick MS,Middle,SPED,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",53,94
634,Lick MS,Middle,SPED,Culture/Climate,Safety,57,94
634,Lick MS,Middle,SPED,Culture/Climate,Sense of Belonging (School Connectedness),54,94
634,Lick MS,Middle,SPED,Social-Emotional Learning,Growth Mindset,46,94
634,Lick MS,Middle,SPED,Social-Emotional Learning,Self-Efficacy,49,94
634,Lick MS,Middle,SPED,Social-Emotional Learning,Self-Management,61,94
634,Lick MS,Middle,SPED,Social-Emotional Learning,Social Awareness,52,94
634,Lick MS,Middle,White,Culture/Climate,Climate of Support for Academic Learning,60,63
634,Lick MS,Middle,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",46,63
634,Lick MS,Middle,White,Culture/Climate,Safety,44,63
634,Lick MS,Middle,White,Culture/Climate,Sense of Belonging (School Connectedness),47,63
634,Lick MS,Middle,White,Social-Emotional Learning,Growth Mindset,77,63
634,Lick MS,Middle,White,Social-Emotional Learning,Self-Efficacy,80,63
634,Lick MS,Middle,White,Social-Emotional Learning,Self-Management,86,63
634,Lick MS,Middle,White,Social-Emotional Learning,Social Awareness,67,63
638,Parker ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,81,67
638,Parker ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",73,67
638,Parker ES,Elementary,Asian,Culture/Climate,Safety,54,67
638,Parker ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),74,67
638,Parker ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,68,67
638,Parker ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,51,67
638,Parker ES,Elementary,Asian,Social-Emotional Learning,Self-Management,66,67
638,Parker ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,64,67
638,Parker ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,73,35
638,Parker ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",72,35
638,Parker ES,Elementary,ELL,Culture/Climate,Safety,47,35
638,Parker ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),77,35
638,Parker ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,64,35
638,Parker ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,39,35
638,Parker ES,Elementary,ELL,Social-Emotional Learning,Self-Management,57,35
638,Parker ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,56,35
638,Parker ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,80,59
638,Parker ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,59
638,Parker ES,Elementary,Low SES,Culture/Climate,Safety,52,59
638,Parker ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),75,59
638,Parker ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,65,59
638,Parker ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,49,59
638,Parker ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,62,59
638,Parker ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,60,59
638,Parker ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,83,
638,Parker ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",75,
638,Parker ES,Elementary,School,Culture/Climate,Safety,54,
638,Parker ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),77,
638,Parker ES,Elementary,School,Social-Emotional Learning,Growth Mindset,68,
638,Parker ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,52,
638,Parker ES,Elementary,School,Social-Emotional Learning,Self-Management,66,
638,Parker ES,Elementary,School,Social-Emotional Learning,Social Awareness,66,
644,Jefferson ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,83,52
644,Jefferson ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,52
644,Jefferson ES,Elementary,Asian,Culture/Climate,Safety,64,52
644,Jefferson ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),80,52
644,Jefferson ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,52,52
644,Jefferson ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,57,52
644,Jefferson ES,Elementary,Asian,Social-Emotional Learning,Self-Management,79,52
644,Jefferson ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,66,52
644,Jefferson ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,80,42
644,Jefferson ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",72,42
644,Jefferson ES,Elementary,Low SES,Culture/Climate,Safety,64,42
644,Jefferson ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),77,42
644,Jefferson ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,46,42
644,Jefferson ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,53,42
644,Jefferson ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,76,42
644,Jefferson ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,62,42
644,Jefferson ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,81,
644,Jefferson ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",76,
644,Jefferson ES,Elementary,School,Culture/Climate,Safety,69,
644,Jefferson ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),79,
644,Jefferson ES,Elementary,School,Social-Emotional Learning,Growth Mindset,58,
644,Jefferson ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,62,
644,Jefferson ES,Elementary,School,Social-Emotional Learning,Self-Management,80,
644,Jefferson ES,Elementary,School,Social-Emotional Learning,Social Awareness,67,
644,Jefferson ES,Elementary,White,Culture/Climate,Climate of Support for Academic Learning,84,31
644,Jefferson ES,Elementary,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",77,31
644,Jefferson ES,Elementary,White,Culture/Climate,Safety,72,31
644,Jefferson ES,Elementary,White,Culture/Climate,Sense of Belonging (School Connectedness),74,31
644,Jefferson ES,Elementary,White,Social-Emotional Learning,Growth Mindset,66,31
644,Jefferson ES,Elementary,White,Social-Emotional Learning,Self-Efficacy,72,31
644,Jefferson ES,Elementary,White,Social-Emotional Learning,Self-Management,77,31
644,Jefferson ES,Elementary,White,Social-Emotional Learning,Social Awareness,67,31
650,Muir ES,Elementary,African American,Culture/Climate,Climate of Support for Academic Learning,78,23
650,Muir ES,Elementary,African American,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",62,23
650,Muir ES,Elementary,African American,Culture/Climate,Safety,52,23
650,Muir ES,Elementary,African American,Culture/Climate,Sense of Belonging (School Connectedness),57,23
650,Muir ES,Elementary,African American,Social-Emotional Learning,Growth Mindset,52,23
650,Muir ES,Elementary,African American,Social-Emotional Learning,Self-Efficacy,60,23
650,Muir ES,Elementary,African American,Social-Emotional Learning,Self-Management,44,23
650,Muir ES,Elementary,African American,Social-Emotional Learning,Social Awareness,57,23
650,Muir ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,80,22
650,Muir ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",63,22
650,Muir ES,Elementary,ELL,Culture/Climate,Safety,44,22
650,Muir ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),72,22
650,Muir ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,50,22
650,Muir ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,48,22
650,Muir ES,Elementary,ELL,Social-Emotional Learning,Self-Management,57,22
650,Muir ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,56,22
650,Muir ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,81,31
650,Muir ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",67,31
650,Muir ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,48,31
650,Muir ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),71,31
650,Muir ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,58,31
650,Muir ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,52,31
650,Muir ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,58,31
650,Muir ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,62,31
650,Muir ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,79,42
650,Muir ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",64,42
650,Muir ES,Elementary,Low SES,Culture/Climate,Safety,47,42
650,Muir ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),61,42
650,Muir ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,55,42
650,Muir ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,53,42
650,Muir ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,52,42
650,Muir ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,56,42
650,Muir ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,80,
650,Muir ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",64,
650,Muir ES,Elementary,School,Culture/Climate,Safety,49,
650,Muir ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),65,
650,Muir ES,Elementary,School,Social-Emotional Learning,Growth Mindset,54,
650,Muir ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,57,
650,Muir ES,Elementary,School,Social-Emotional Learning,Self-Management,54,
650,Muir ES,Elementary,School,Social-Emotional Learning,Social Awareness,59,
651,O'Connell HS,High,African American,Culture/Climate,Climate of Support for Academic Learning,60,38
651,O'Connell HS,High,African American,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",42,38
651,O'Connell HS,High,African American,Culture/Climate,Safety,60,38
651,O'Connell HS,High,African American,Culture/Climate,Sense of Belonging (School Connectedness),39,38
651,O'Connell HS,High,African American,Social-Emotional Learning,Growth Mindset,60,38
651,O'Connell HS,High,African American,Social-Emotional Learning,Self-Efficacy,43,38
651,O'Connell HS,High,African American,Social-Emotional Learning,Self-Management,52,38
651,O'Connell HS,High,African American,Social-Emotional Learning,Social Awareness,46,38
651,O'Connell HS,High,Asian,Culture/Climate,Climate of Support for Academic Learning,75,21
651,O'Connell HS,High,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",44,21
651,O'Connell HS,High,Asian,Culture/Climate,Safety,70,21
651,O'Connell HS,High,Asian,Culture/Climate,Sense of Belonging (School Connectedness),51,21
651,O'Connell HS,High,Asian,Social-Emotional Learning,Growth Mindset,72,21
651,O'Connell HS,High,Asian,Social-Emotional Learning,Self-Efficacy,56,21
651,O'Connell HS,High,Asian,Social-Emotional Learning,Self-Management,84,21
651,O'Connell HS,High,Asian,Social-Emotional Learning,Social Awareness,58,21
651,O'Connell HS,High,ELL,Culture/Climate,Climate of Support for Academic Learning,64,52
651,O'Connell HS,High,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",51,52
651,O'Connell HS,High,ELL,Culture/Climate,Safety,71,52
651,O'Connell HS,High,ELL,Culture/Climate,Sense of Belonging (School Connectedness),52,52
651,O'Connell HS,High,ELL,Social-Emotional Learning,Growth Mindset,44,52
651,O'Connell HS,High,ELL,Social-Emotional Learning,Self-Efficacy,36,52
651,O'Connell HS,High,ELL,Social-Emotional Learning,Self-Management,63,52
651,O'Connell HS,High,ELL,Social-Emotional Learning,Social Awareness,49,52
651,O'Connell HS,High,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,65,158
651,O'Connell HS,High,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",51,158
651,O'Connell HS,High,Hispanic/Latino,Culture/Climate,Safety,72,158
651,O'Connell HS,High,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),51,158
651,O'Connell HS,High,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,57,158
651,O'Connell HS,High,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,42,158
651,O'Connell HS,High,Hispanic/Latino,Social-Emotional Learning,Self-Management,65,158
651,O'Connell HS,High,Hispanic/Latino,Social-Emotional Learning,Social Awareness,54,158
651,O'Connell HS,High,Low SES,Culture/Climate,Climate of Support for Academic Learning,63,150
651,O'Connell HS,High,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",47,150
651,O'Connell HS,High,Low SES,Culture/Climate,Safety,70,150
651,O'Connell HS,High,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),49,150
651,O'Connell HS,High,Low SES,Social-Emotional Learning,Growth Mindset,58,150
651,O'Connell HS,High,Low SES,Social-Emotional Learning,Self-Efficacy,44,150
651,O'Connell HS,High,Low SES,Social-Emotional Learning,Self-Management,60,150
651,O'Connell HS,High,Low SES,Social-Emotional Learning,Social Awareness,50,150
651,O'Connell HS,High,School,Culture/Climate,Climate of Support for Academic Learning,65,
651,O'Connell HS,High,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",49,
651,O'Connell HS,High,School,Culture/Climate,Safety,69,
651,O'Connell HS,High,School,Culture/Climate,Sense of Belonging (School Connectedness),49,
651,O'Connell HS,High,School,Social-Emotional Learning,Growth Mindset,61,
651,O'Connell HS,High,School,Social-Emotional Learning,Self-Efficacy,46,
651,O'Connell HS,High,School,Social-Emotional Learning,Self-Management,66,
651,O'Connell HS,High,School,Social-Emotional Learning,Social Awareness,53,
651,O'Connell HS,High,SPED,Culture/Climate,Climate of Support for Academic Learning,64,52
651,O'Connell HS,High,SPED,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",47,52
651,O'Connell HS,High,SPED,Culture/Climate,Safety,70,52
651,O'Connell HS,High,SPED,Culture/Climate,Sense of Belonging (School Connectedness),47,52
651,O'Connell HS,High,SPED,Social-Emotional Learning,Growth Mindset,45,52
651,O'Connell HS,High,SPED,Social-Emotional Learning,Self-Efficacy,38,52
651,O'Connell HS,High,SPED,Social-Emotional Learning,Self-Management,62,52
651,O'Connell HS,High,SPED,Social-Emotional Learning,Social Awareness,51,52
656,Serra ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,86,41
656,Serra ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",87,41
656,Serra ES,Elementary,ELL,Culture/Climate,Safety,63,41
656,Serra ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),87,41
656,Serra ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,48,41
656,Serra ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,62,41
656,Serra ES,Elementary,ELL,Social-Emotional Learning,Self-Management,65,41
656,Serra ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,75,41
656,Serra ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,87,64
656,Serra ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",84,64
656,Serra ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,62,64
656,Serra ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),85,64
656,Serra ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,51,64
656,Serra ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,66,64
656,Serra ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,68,64
656,Serra ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,72,64
656,Serra ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,87,76
656,Serra ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",79,76
656,Serra ES,Elementary,Low SES,Culture/Climate,Safety,58,76
656,Serra ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),81,76
656,Serra ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,54,76
656,Serra ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,61,76
656,Serra ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,63,76
656,Serra ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,70,76
656,Serra ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,86,
656,Serra ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",79,
656,Serra ES,Elementary,School,Culture/Climate,Safety,57,
656,Serra ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),80,
656,Serra ES,Elementary,School,Social-Emotional Learning,Growth Mindset,52,
656,Serra ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,62,
656,Serra ES,Elementary,School,Social-Emotional Learning,Self-Management,66,
656,Serra ES,Elementary,School,Social-Emotional Learning,Social Awareness,70,
664,Lafayette ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,90,75
664,Lafayette ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",84,75
664,Lafayette ES,Elementary,Asian,Culture/Climate,Safety,74,75
664,Lafayette ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),83,75
664,Lafayette ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,65,75
664,Lafayette ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,57,75
664,Lafayette ES,Elementary,Asian,Social-Emotional Learning,Self-Management,80,75
664,Lafayette ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,70,75
664,Lafayette ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,90,35
664,Lafayette ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",82,35
664,Lafayette ES,Elementary,ELL,Culture/Climate,Safety,69,35
664,Lafayette ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),82,35
664,Lafayette ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,54,35
664,Lafayette ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,47,35
664,Lafayette ES,Elementary,ELL,Social-Emotional Learning,Self-Management,75,35
664,Lafayette ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,67,35
664,Lafayette ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,89,24
664,Lafayette ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",85,24
664,Lafayette ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,69,24
664,Lafayette ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),81,24
664,Lafayette ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,56,24
664,Lafayette ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,63,24
664,Lafayette ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,71,24
664,Lafayette ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,76,24
664,Lafayette ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,91,71
664,Lafayette ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",83,71
664,Lafayette ES,Elementary,Low SES,Culture/Climate,Safety,68,71
664,Lafayette ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),82,71
664,Lafayette ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,59,71
664,Lafayette ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,55,71
664,Lafayette ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,76,71
664,Lafayette ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,70,71
664,Lafayette ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,89,
664,Lafayette ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",83,
664,Lafayette ES,Elementary,School,Culture/Climate,Safety,73,
664,Lafayette ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),83,
664,Lafayette ES,Elementary,School,Social-Emotional Learning,Growth Mindset,67,
664,Lafayette ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,63,
664,Lafayette ES,Elementary,School,Social-Emotional Learning,Self-Management,77,
664,Lafayette ES,Elementary,School,Social-Emotional Learning,Social Awareness,72,
664,Lafayette ES,Elementary,SPED,Culture/Climate,Climate of Support for Academic Learning,80,25
664,Lafayette ES,Elementary,SPED,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",76,25
664,Lafayette ES,Elementary,SPED,Culture/Climate,Safety,70,25
664,Lafayette ES,Elementary,SPED,Culture/Climate,Sense of Belonging (School Connectedness),78,25
664,Lafayette ES,Elementary,SPED,Social-Emotional Learning,Growth Mindset,44,25
664,Lafayette ES,Elementary,SPED,Social-Emotional Learning,Self-Efficacy,51,25
664,Lafayette ES,Elementary,SPED,Social-Emotional Learning,Self-Management,62,25
664,Lafayette ES,Elementary,SPED,Social-Emotional Learning,Social Awareness,59,25
664,Lafayette ES,Elementary,White,Culture/Climate,Climate of Support for Academic Learning,85,54
664,Lafayette ES,Elementary,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",81,54
664,Lafayette ES,Elementary,White,Culture/Climate,Safety,75,54
664,Lafayette ES,Elementary,White,Culture/Climate,Sense of Belonging (School Connectedness),87,54
664,Lafayette ES,Elementary,White,Social-Emotional Learning,Growth Mindset,72,54
664,Lafayette ES,Elementary,White,Social-Emotional Learning,Self-Efficacy,70,54
664,Lafayette ES,Elementary,White,Social-Emotional Learning,Self-Management,77,54
664,Lafayette ES,Elementary,White,Social-Emotional Learning,Social Awareness,74,54
670,Lakeshore ES,Elementary,African American,Culture/Climate,Climate of Support for Academic Learning,77,30
670,Lakeshore ES,Elementary,African American,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",65,30
670,Lakeshore ES,Elementary,African American,Culture/Climate,Safety,58,30
670,Lakeshore ES,Elementary,African American,Culture/Climate,Sense of Belonging (School Connectedness),74,30
670,Lakeshore ES,Elementary,African American,Social-Emotional Learning,Growth Mindset,58,30
670,Lakeshore ES,Elementary,African American,Social-Emotional Learning,Self-Efficacy,56,30
670,Lakeshore ES,Elementary,African American,Social-Emotional Learning,Self-Management,63,30
670,Lakeshore ES,Elementary,African American,Social-Emotional Learning,Social Awareness,60,30
670,Lakeshore ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,84,40
670,Lakeshore ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",72,40
670,Lakeshore ES,Elementary,Asian,Culture/Climate,Safety,51,40
670,Lakeshore ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),75,40
670,Lakeshore ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,67,40
670,Lakeshore ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,59,40
670,Lakeshore ES,Elementary,Asian,Social-Emotional Learning,Self-Management,84,40
670,Lakeshore ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,65,40
670,Lakeshore ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,80,23
670,Lakeshore ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",72,23
670,Lakeshore ES,Elementary,ELL,Culture/Climate,Safety,49,23
670,Lakeshore ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),74,23
670,Lakeshore ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,63,23
670,Lakeshore ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,48,23
670,Lakeshore ES,Elementary,ELL,Social-Emotional Learning,Self-Management,67,23
670,Lakeshore ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,60,23
670,Lakeshore ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,73,25
670,Lakeshore ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",72,25
670,Lakeshore ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,50,25
670,Lakeshore ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),61,25
